alpha,delta,epsilon,profit,inventory_2020,herfindahl_2020
0.75,0.08,0.5,7.371995536970001e10,2.2879091e7,0.39589407617127476
0.75,0.09,0.0,1.361450225456e11,2.2857181e7,0.40534689467540275
0.75,0.09,0.1,1.30133661105e11,3.2075501e7,0.39017020147038683
0.75,0.09,0.25,1.1145095445009999e11,3.2621337e7,0.3901702037671227
0.75,0.09,0.5,8.039352078869998e10,2.6498366e7,0.39017020579801753
0.75,0.1,0.0,1.3479794689460002e11,3.6403523e7,0.390170204024578
0.75,0.1,0.1,1.287887620925e11,2.9219711e7,0.3901702026192668
0.75,0.1,0.25,1.0972055824870001e11,2.8800461e7,0.39017020238897804
0.75,0.1,0.5,7.539950283009999e10,3.1702012e7,0.3901702037908521
0.75,0.11,0.0,1.350522836344e11,3.2324085e7,0.3901702039903676
0.75,0.11,0.1,1.2999996212180002e11,2.5310121e7,0.39017020448467793
0.75,0.11,0.25,1.1242520580629999e11,2.7101617e7,0.3901702077098376
0.75,0.11,0.5,7.9056058072e10,2.5555364e7,0.3901702042157299
0.75,0.12,0.0,1.355882486695e11,2.6012546e7,0.3901702031929788
0.75,0.12,0.1,1.3036884972470001e11,2.5533225e7,0.3901702051098368
0.75,0.12,0.25,1.117830023949e11,1.7414685e7,0.39017020235555244
0.75,0.12,0.5,8.250842357320001e10,1.5989002e7,0.39017020688599335
0.75,0.13,0.0,1.363766055614e11,1.4391822e7,0.3901702037428993
0.75,0.13,0.1,1.3010685259759998e11,1.7238688e7,0.39017020351480336
0.75,0.13,0.25,1.1045490706320001e11,1.5954768e7,0.39017020048738904
0.75,0.13,0.5,7.840097123720001e10,1.9463458e7,0.3901702052012419
0.75,0.14,0.0,1.3597187908870001e11,1.0907197e7,0.3901702046961134
0.75,0.14,0.1,1.303604609854e11,1.1067625e7,0.3901702053374496
0.75,0.14,0.25,1.0975806943179999e11,1.0638091e7,0.39017020434894367
0.75,0.14,0.5,7.561156724419998e10,1.1615448e7,0.390170203696097
0.75,0.15,0.0,1.346314547174e11,8.611939e6,0.39017020600476027
0.75,0.15,0.1,1.283082444216e11,1.1748235e7,0.3901702028108673
0.75,0.15,0.25,1.0990233038059998e11,1.5028281e7,0.3901702034870736
0.75,0.15,0.5,7.43533806298e10,1.1976635e7,0.3901702042931976
0.75,0.16,0.0,1.3510577207629999e11,1.0200285e7,0.3901702019100143
0.75,0.16,0.1,1.270372089615e11,1.1573256e7,0.39017020114510725
0.75,0.16,0.25,1.061582128754e11,4.939385e6,0.39017020548315673
0.75,0.16,0.5,7.7196847424e10,9.789548e6,0.39017020417088977
0.75,0.17,0.0,1.332688717495e11,2.462285e6,0.3901702055108671
0.75,0.17,0.1,1.262509705045e11,2.819324e6,0.3901702034426112
0.75,0.17,0.25,1.0904135655739998e11,2.963499e6,0.3901702048915485
0.75,0.17,0.5,6.88908196162e10,9.092086e6,0.3901702035452969
0.75,0.18,0.0,1.319115909991e11,1.773469e6,0.3901702058758512
0.75,0.18,0.1,1.275503786721e11,2.268739e6,0.39017020218417675
0.75,0.18,0.25,1.0914946785069998e11,2.996006e6,0.3901702021625174
0.75,0.18,0.5,7.362060524079999e10,1.064453e6,0.39017020559282545
0.75,0.19,0.0,1.3156576346130002e11,558096.0,0.3901702044814963
0.75,0.19,0.1,1.2284697549979999e11,-0.0,0.39017020121397344
0.75,0.19,0.25,1.060657154773e11,972225.0,0.39017020596788743
0.75,0.19,0.5,6.9989098184e10,9.24053e6,0.390170202686685
0.75,0.2,0.0,1.289447993326e11,-0.0,0.3901702031503139
0.75,0.2,0.1,1.2086142012790001e11,-0.0,0.39017020619497345
0.75,0.2,0.25,1.0127958033349997e11,450522.0,0.39017020203569286
0.75,0.2,0.5,6.897290772459999e10,-0.0,0.3901702041150482
1.0,0.0,0.0,1.381185064241e11,-0.0,0.5017393664001494
1.0,0.0,0.1,1.298145646734e11,-0.0,0.5017393664001494
1.0,0.0,0.25,1.0357626309419998e11,-0.0,0.5017393664001494
1.0,0.0,0.5,6.8200633219399994e10,-0.0,0.5017393664001494
1.0,0.01,0.0,1.381066621577e11,-0.0,0.5023080081174063
1.0,0.01,0.1,1.298280539579e11,-0.0,0.502198964887217
1.0,0.01,0.25,1.068842020705e11,-0.0,0.5023198922074023
1.0,0.01,0.5,7.125011406209999e10,-0.0,0.5022725820902136
1.0,0.02,0.0,1.380926570204e11,-0.0,0.5028619813515885
1.0,0.02,0.1,1.3110671845419998e11,-0.0,0.5026241711732659
1.0,0.02,0.25,1.058631293484e11,-0.0,0.502796192642725
1.0,0.02,0.5,6.31345166055e10,-0.0,0.5030004198339117
1.0,0.03,0.0,1.380812241142e11,-0.0,0.5036453944875844
1.0,0.03,0.1,1.306850649072e11,-0.0,0.5036369624697054
1.0,0.03,0.25,1.052396640098e11,-0.0,0.5035231504017073
1.0,0.03,0.5,6.0101008126600006e10,-0.0,0.5037731453463716
1.0,0.04,0.0,1.3806838945330002e11,-0.0,0.5045771703049363
1.0,0.04,0.1,1.296195522789e11,-0.0,0.5041277491204208
1.0,0.04,0.25,1.0615912115319998e11,-0.0,0.5042284537745897
1.0,0.04,0.5,7.21093989405e10,-0.0,0.5040332518694061
1.0,0.05,0.0,1.3778984759869998e11,3.255237e6,0.4894607916662245
1.0,0.05,0.1,1.3020675432619998e11,2.105139e6,0.495140330220123
1.0,0.05,0.25,1.074859489669e11,2.072611e6,0.49506501140681003
1.0,0.05,0.5,7.20770947284e10,386916.0,0.5029497801426603
1.0,0.06,0.0,1.37178115472e11,1.0634544e7,0.4495412141011148
1.0,0.06,0.1,1.3225437489350003e11,6.677316e6,0.4668957256173656
1.0,0.06,0.25,1.0663362915440001e11,6.424062e6,0.47361969691817263
1.0,0.06,0.5,6.16488323116e10,8.238872e6,0.459778756686343
1.0,0.07,0.0,1.370033863779e11,1.2590577e7,0.43891630891510924
1.0,0.07,0.1,1.282970212322e11,1.5691844e7,0.43098092686200323
1.0,0.07,0.25,1.070832853086e11,1.0919068e7,0.4404451561846796
1.0,0.07,0.5,6.26599213371e10,1.6872647e7,0.42829314767193977
1.0,0.08,0.0,1.364684197769e11,1.8933297e7,0.41225653606332713
1.0,0.08,0.1,1.280537866208e11,2.5593223e7,0.39017020726344676
1.0,0.08,0.25,1.0613166421040001e11,2.6906107e7,0.3901702032256922
1.0,0.08,0.5,7.198701288390001e10,7.281856e6,0.45024611481800614
1.0,0.09,0.0,1.3532544544690001e11,3.1243998e7,0.39017020272523495
1.0,0.09,0.1,1.2910357332479999e11,2.9610728e7,0.39017020502900945
1.0,0.09,0.25,1.054650677406e11,2.7555142e7,0.390170201203346
1.0,0.09,0.5,6.33957608541e10,3.2348834e7,0.390170204204232
1.0,0.1,0.0,1.3510029295079999e11,3.2110906e7,0.3901702072639692
1.0,0.1,0.1,1.2994136646859999e11,3.5366383e7,0.39017020180815587
1.0,0.1,0.25,1.0462265222009999e11,3.5678386e7,0.3901702031600542
1.0,0.1,0.5,6.263804071689999e10,3.1963768e7,0.3901702056651181
1.0,0.11,0.0,1.354279855795e11,2.938737e7,0.3901702072014963
1.0,0.11,0.1,1.2792930003819998e11,2.4130883e7,0.3901702035881379
1.0,0.11,0.25,1.0531858058570001e11,2.3593708e7,0.39017020385826534
1.0,0.11,0.5,6.450301855040001e10,2.9243262e7,0.3901702033776221
1.0,0.12,0.0,1.3560157280390002e11,2.1612472e7,0.39017020564370997
1.0,0.12,0.1,1.2728238869279999e11,2.4873358e7,0.3901702050593317
1.0,0.12,0.25,1.117881551674e11,2.2544663e7,0.39017020532745833
1.0,0.12,0.5,6.3283102301299995e10,2.3523307e7,0.3901702048076716
1.0,0.13,0.0,1.3594818530340002e11,1.7111996e7,0.39017020478042497
1.0,0.13,0.1,1.29591731775e11,1.7828577e7,0.39017020250541357
1.0,0.13,0.25,1.027283165354e11,1.3438144e7,0.3901702066867345
1.0,0.13,0.5,6.891947470279999e10,1.6412178e7,0.3901702063525579
1.0,0.14,0.0,1.363884151924e11,1.1603213e7,0.39017020258153057
1.0,0.14,0.1,1.2712938840980002e11,1.256253e7,0.3901702055469026
1.0,0.14,0.25,1.0536678476529999e11,1.6844629e7,0.3901702057164005
1.0,0.14,0.5,6.832015609000001e10,1.4832973e7,0.3901702033929697
1.0,0.15,0.0,1.3513693400379999e11,1.1226163e7,0.39017020275175507
1.0,0.15,0.1,1.2952218369250002e11,7.508245e6,0.39017020500464084
1.0,0.15,0.25,1.017775103498e11,7.286373e6,0.39017020572709227
1.0,0.15,0.5,6.960079418019998e10,1.3069333e7,0.390170203413565
1.0,0.16,0.0,1.33640841293e11,9.531701e6,0.3901702050892031
1.0,0.16,0.1,1.2653216275059999e11,1.0233984e7,0.3901702039301202
1.0,0.16,0.25,1.002498616455e11,8.575136e6,0.3901702023533261
1.0,0.16,0.5,6.142601100480001e10,5.617318e6,0.3901702041655659
1.0,0.17,0.0,1.333418118646e11,2.966565e6,0.3901702026842205
1.0,0.17,0.1,1.261970865487e11,4.101035e6,0.3901702014374715
1.0,0.17,0.25,1.007482294481e11,3.116593e6,0.3901702027407067
1.0,0.17,0.5,5.825712440189999e10,5.275229e6,0.390170203916257
1.0,0.18,0.0,1.3241832658030002e11,2.099712e6,0.3901702032848634
1.0,0.18,0.1,1.2704000999440001e11,2.700119e6,0.39017020539882746
1.0,0.18,0.25,1.0274974779870001e11,1.978619e6,0.3901702048554907
1.0,0.18,0.5,5.64977019512e10,849251.0,0.39017020582993256
1.0,0.19,0.0,1.3093727835400002e11,-0.0,0.39017020365098526
1.0,0.19,0.1,1.2469093055929997e11,1.041275e6,0.39017020647354184
1.0,0.19,0.25,1.012609084811e11,-0.0,0.39017020325413454
1.0,0.19,0.5,5.506196464450001e10,4.180843e6,0.3901702043558263
1.0,0.2,0.0,1.272724108486e11,-0.0,0.39017020320711915
1.0,0.2,0.1,1.192305047606e11,-0.0,0.39017020297860294
1.0,0.2,0.25,1.032914548421e11,9.547486e6,0.39017020561984794
1.0,0.2,0.5,5.8281461852e10,3.353042e6,0.3901702011546304
